review_body,review_date 
"I am sitting in the Tapa bar area of the Hilton Hawaiian Village as I type this, waiting to catch my Uber to the airport, on my last day of a 10 day visit to the resort. The trade winds are back and the day could not be more perfect, except for the fact I’m leaving. From the moment I arrived 10Days ago, I’ve been made to feel at home by everyone here. This was a work trip/relaxation trip (on the weekends and I’ve enjoyed every second). When I arrived, the Bellman were right there to assist me with a big Aloha included. While checking in, Nancy at the front desk looked hard to find me a great room and she could not have been more pleasant. She really stood out as my favorite employee while here. The room she gave me was in the Tapa Tower on the 33rd floor, and it was an epic view. I could go on and on about the respite and the amenities and how wonderful the entire facility is, but sometimes, you just have to believe. Go and experience this tropicalParadise, as it has something for EVERYONE. TRUST ME. I can’t wait to come back and experience this property again. Dave ","May 20, 2019"
"Only stayed one night, but I would never stay here again the crowds, cover bands blaring music at all hours, a homeless man yelling obscenities at security, rust in the sinks, etc made for bad experience. I had contacted Hilton about early checkin as we were on 8:30 Qantas flight response was basically book a room for the night before. Arrived at Hilton at 10am spent 15 minutes in check in que(no one serving Honors checkin) asked about early checkin was told nothing available come back at 2. A Hilton person comes up to us and let’s us know that for $75 there might be early checkin. Sign up at early checkin desk after being told in no uncertain terms to get in line with no one else behind an unmarked velvet rope. Amazingly 5 minutes later we have a room to go to.","May 20, 2019"
"We checked in today for a 5 day vacation and I am ready to check out!!! The lack of cleanliness of this hotel has absolutelyruined my vacation and my peace of mind. I found hair in the refrigerator, the shower and all on the bathroom floor. There is also mildew/mold in the shower.My room has obviously not been cleaned thoroughly. When bringing this to managment's attention, the response was dismissive and nonchalant.Be aware that the rooms located in the Kalia are extremely outdated with furniture that is highly worn out.I am beyond embarrassed because I selected this hotel for our girls vacation and now I find myself apologizing to my friends and searching for other accommodations.Hilton, please do better.","May 19, 2019"
"My hubby and I went to this amazing place for 2 weeks. It was clean, tidy and we had the best time. Staff were fantastic, restaurants awesome. I would highly recommend anyone to stay at this amazing place. ","May 19, 2019"
"The perfect place to escape to. Everything you could possibly need is in one place. You never need to leave the resort. But, it is walking distance to downtown and the Ala Moana mall. It also has the widest stretch on beach.","May 19, 2019"
"We cruise to Hawaii each year and we always stay at Hilton Hawaiian Village for about a week before flying home to Australia. This place is so large, it covers dozens of acres, there are hundreds of shops on site and several restaurants providing a range of options from quick eats through to fine dining. The complex contains 5 or 6 different towers, each with their own facilities and of course their associated costs. We always stay in the Ali'i Tower, which is right on the beach and has it's own check-in desk within the tower. Highly recommended.","May 19, 2019"
"EVERYTHING here costs except the pools & iced water! (not bottled). Before you start the day you have already been charged $45+taxes resort fee, we have no idea what for!We weren’t offered any help with our luggage when we checked in, just pointed in the direction of where to go! Also after a long flight and another hour to get here from the airport there is no Welcome drink offered as with most other resorts!Every shop & restaurant in the village is here to rip you off - so try and go elsewhere for meals and everything else (although the city is certainly not cheap)!If you are tossing up between here and other South Pacific islands put this one at the bottom of your list, your money will go further and you’ll have a much better holiday!","May 18, 2019"
"My fiancé and I stayed here for 6 nights. Even though it is a beautiful spot, the extra payments that we had to pay like the $45 a day hotel fee and $45 a day parking fee had me quite frustrated at the fact I was loosing so much money already and we'd just arrived.","May 17, 2019"
"Too crowded - the beach is kind of dirty - they really push you so spend more and you'll have to if you want to check in early ($50) - park ($45) upgrade your room - $$$$We had a room in the Diamond Head Tower - yuck - our sink was rusty so we requested another room - they were right on it and moved up two floors to a room still worn with chipped furniture, worn carpet and a rusty sink! If you want a nice room, spend more and get in another tower!If you want to shop, the location is fine but I was looking for a genuine Hawaiian experience and to see the beauty of the island, not Hilton's idea of Disney World.","May 16, 2019"
"Stayed for 3 nights, took 1.5 hr to check-in, as other reviews state this is normal, and open air with no A/C, nowhere to sit. Staff very slow and not enough of them, my husband did ask about this and you can be checked in without a wait for $57.00!, Resort charge is normal for Pacific islands, but this is very expensive @ $40 + tax per day. The hotel is vast, very impersonal, entirely unsuitable for anyone other than large groups or families who want to party or never want to leave the resort and don’t mind spending large amounts of money on substandard food and services. Rooms are dated, very 70’s, but not in a hipster way, but are comfortable and huge. We were lucky and had a nice quiet room, however, if there had been any issues with the room e.g noise the staff obviously wouldn’t do anything to help. We spent our time trying to get away from the hotel, location is not convenient for the central area of Waikiki. Very expensive for what it was, overcrowded pools at all times of day and night! Cattle class hotel! Avoid, there are far nicer, smaller hotels which are much cheaper, with much better staff.","May 15, 2019"
"The hotel is monstrous which adds to the average commercialized person's appeal. Sadly, it has terrible food at the restaurants with sub par service at the Tapa Bar. The rooms are quite average, like staying at a Holiday Inn. The bed was comfortable, however I didn't find the cleanliness of the rooms that great. I attended Yoga on the grassy knoll twice while here, a nice perk to staying there and the instructor was excellent. The views and the fact that it is a in a prime beach front property location is the only appeal to this hotel. Spending the amount of money we did to stay here to me was just simply not worth it. Especially given that the beach is not owned by any of the beachfront hotel properties in Waikiki, so essentially it doesn't really matter. There are quite a bit of disgruntled staff at this resort. Speaks to their employer...The views from our rooms were amazing...Again, due to the sheer location of this property is the only positive thing about it. I would say if you are the type of traveler who enjoys high commercialization, this is the hotel for you. If not, steer clear.","May 14, 2019"
I just wanted to thank David and Scott (in management) for their amazing and quick customer service.Thank you for the wonderful accomodations at Rainbow Tower!Tips: Blue Water Shrimp restaurant has excellent food.Uber has designated pick up area - behind Diamond Head Tower.,"May 14, 2019"
I can’t recommend the Hilton in Honolulu any more it is absolutely amazing fabulous people are so friendly the resort was just perfect clean had everything you could possibly need it is amazing it is a must do can’t wait to go back . I give it out of 10 . I’m in love with this place ☺️,"May 13, 2019"
We love the hotel as long as there is not a big group for a convention staying in the hotel. We made reservations almost 1 year in advance and made a note it was our 20th anniversary. By checking in the hotel it took us 1 1/2 hour to get our room and in the end they only could offer us a double bed......on our anniversary :( I think the hotel is great as long there is no big group staying for conventions ,"May 13, 2019"
the service provided in this hotel was of the poorest quality. continual requests for assistance were dismissed and general advice was answered by trying to pass me from one person to another.The check in process was dreadful with lines of 2 hours and staff being dismissive of my concerns that i had 2 persons with special needs appalling situation,"May 12, 2019"
"I liked the property overall although it is very big and required a lot of walking(which is only an issue when combined with drinking). Every single staff member I encountered was excellent. My room was a little worn but not too bad. Everything was clean and comfortable. The beach is OK. Waikiki beaches don't compare with the other side of the island in my opinion. There are many options for eating and drinking on grounds.Parking is way too pricey at $45 a day. Lots of families with kids which is also a big detraction. Location is great, lots to walk to including the mall. Take comfortable shoes and walk.","May 10, 2019"
"The Hilton Hawaiian Village Waikiki Beach Resort is one of the WORST Hotels we have ever stayed in and we have stayed in resorts all around the world! As soon as we arrived we were dumped on the end of a long, long queue filled with angry, impatient customers. The Hotel Lobby was a nightmare, understaffed and the front desk staff were rude and impatient. We booked on-line for a certain cost and when we got to the desk, we found out that we were going to be charged more than $45 per person per day cost for a rip-off Resort Fee to use facilities that we had no intention of using! We have never had to pay this Resort Fee anywhere else in the world so we were not happy and grateful that we only had to stay in this awful place for one day! The only thing worse than this so-called Resort is Honolulu Airport - what pure chaos! So glad to get away from Oahu and Hawaii - there are far better places to go!","May 9, 2019"
"We stayed for 8 nights & enjoyed the hotel once we got used to the sheer size and number of guests. We had never stayed in a place so big but in saying this after a few days we got used to it and all of the amenities it had to offer. The convenience of a number of restaurants, bars, cafes, ice cream parlour on site as well as the ABC Stores was absolutely fantastic. Would highly recommend the Luau, good value, good quality food & entertainment great. We were allocated a Diamond Tower room, it was well maintained at all times, housekeeping staff very friendly and was nice to have a balcony even with a partial sea view. The only negative as such for us was the highly expensive rental fees for paddle boards, umbrella's etc to use on the beach & lagoon. Hence we didn't visit the beach at the hotel & strolled the short & comfortable walk to Waikikki for some waves & more reasonably priced equipment hire. We liked the hotel, however if we ever returned would probably not stay again and would go closer to Waikikki. Great for families though with all the conveniences at your finger tips.","May 7, 2019"
"This is a massive resort. It’s long overdue for money to be spent on it. Presently there is drilling going on all day on one of the towers. This will continue till September. It’s noisy and if you are poolside very disruptive. We were told it happens on Mondays and Tuesdays. We have been to Hawaii many times. The staff in this hotel are not as good as other places we have stayed. They are not naturally friendly, interested or engaged. It’s clearly a numbers game - you are one of thousands and that’s how they treat you. The state of our room was appalling to say the least. Door that didn’t close, lights not working, chairs almost broken to say just a few things. Sofa looks 20 years old. Curtains are yellow. Paint is peeling off the doors. Clearly this is a hotel that brings in lots of money but the money doesn’t go back into it. Resort fee alone would bring them in around $200k a night when the hotel is full. For those who aren’t too particular it’s a good option. The noise is a problem for me, the state of the rooms is a problem in some towers. There are a lot of groups here which can also be a bit annoying and you feel overrun. If you do make a complaint or pass on feedback it’s just met with we will pass it on. Hilton should be better at this - they are one of the biggest hotel companies and they should have more respect for their guests than to let people book rooms in this state and listen to deafening noise on a hard earned expensive holiday. You’ve got to wonder who is in charge here?","May 7, 2019"
Highly recommend staying at this amazing resort!Has everything you need in the incredible village - It has everything you need right at your door stop - and only a short a short walk away is the main hustle and bustle of Waikiki.Highly recommend staying at this resort for a place to escape and feel relaxed.Rooms are great and comfortable too. Perfect for families or couples! It accommodates everyone.,"May 7, 2019"
"The Hilton Hawaiian Village hasn't lost any of its charm. It's a beautiful oasis in the middle of paradise, if you believe it. It's not perfect, but its flaws are easily overlooked because of the natural beauty and relaxation you can find there.They don't play by the usual Hilton rules, so even at the highest HHonors level, you'll see no room upgrades, no late checkout, nor will you be entitled to the free breakfast that you get at all other Hilton properties (they give you a daily $10 credit instead - which is total b.s.).Prices are on par with the rest of Waikiki, and the property offers many things to do. The staff is fairly friendly and helpful, but you should check your bill on the way out because they sometimes add charges that don't apply to you. For me, it was a daily $59 valet parking charge, even though we didn't have a car. The desk clerk easily removed the charge and was apologetic, but I somehow think this is a calculated semi-scam on Hilton's part. Overall, beautiful property, pretty good staff, some slipshod practices, LONG lines at the Starbucks every morning, and a painfully slow check-in process. With all that, I'll be back because the positives outweighed the negatives.","May 7, 2019"
"Upgraded to the Ali'i tower. Really nice rooms. Comfortable beds, Good maid service. Front desk awesome. Good partial beach view from the room. Nice and quiet. Close to everything and walking distance to pretty much everything.","May 7, 2019"
"We down a wonder two weeks for my birthday in this wonderful oasis in the middle of a large metropolitan city. Our accommodations were nice and clean, the views spectacular and the service was very friendly and helpful. We enjoyed it so much I came back a month later with friends!!","May 7, 2019"
"The location of this property is unbeatable. And the service was nice. The rooms seem a little outdated and could use updating. Overall, this property offers great activities for guests and is very family-friendly. Probably not the best place for couples looking for a quiet and/or romantic getaway. This property also makes you feel like you never want to leave the grounds because there's so much to do onsite, but Hawaii is so beautiful, so make sure to adventure out!","May 7, 2019"
We have been timeshare members for years. The maintenance of the units has become sloppy. The parking lot is hard to find good parking in after you pay $45/ day to park. The location is great and access to the beach is beautiful.,"May 7, 2019"
"About the most amazing vacation you can ever take. Everything was absolutely perfect. The rooms, food, entertainment. I would suggest staying here to anyone. Several pools, places to eat, walking distance to everything.","May 7, 2019"
Our stay was for three days prior to cruise around the islands. Did same thing in 2015 staying here each time. Overall experience was very good. Very expensive places on the property. One hamburger was $25. One pizza was $30.two non-alcohol drinks at pool $20. Room and view were great. Registration staff a little slow. Staff friendly and helpful. Might try a different hotel next time.,"May 7, 2019"
The registration staff is slow at best and appears to work at one speed and that is slow without adding staff as needed. Signage on this location for diamond head building is unbelievably poor with no signage to where to find the elevators on this building as they are well hidden at best in unlabeled out of the way places. Prices on most meals is double or triple what the eating places are across the street in the food court or a block or two over.,"May 6, 2019"
"I’ve been coming here since the 70’s. I’ve scene the unbelievable transition over the years. Iv’e lost track at how many towers they now have on the property. At least 8. To me it’s the best location of all Hotels in Honolulu. Close to everything...the mall restaurants, shopping etc.As far as accommodations, I have 2 favorites. My first choice is the Alii tower. Best rooms are “05” rooms. These are corner rooms with much larger space and wrap around balconies. The most romantic room on the entire property! The staff at the Alii tower is as good as it gets in Hawaii. There is also their second floor which also offers a more private pool, best lounge chairs ,umbrellas and great service for food and drink. The maid service is impeccable and most accommodating. If I travel with my extended family, I opt for on of the many 1 or 2 bedroom timeshare units available to rent. Fireworks every Friday night ...and very romantic. Only down side is their restaurants. They are a disappointment for the size of the property when it comes to value for the money. On other posts of mine I will give you several great Honolulu restaurant reviews. Aloha!","May 5, 2019"
"We made our first trip to Hawaii in February thru AAA. This hotel was our room accommodations. It more than met our needs. 7 buildings with about 10,000 rooms right on the beach. Private lagoon, outdoor ""on the lawn"" movie nights on Saturdays. A beachfront fireworks display each weekend, too. Numerous shops and restaurants from $ to $$$$ to meet the financial needs of all travelers. Enjoyed our stay very much.","May 5, 2019"
"Firstly I will start with the positives... the room was clean and comfortable, the view was amazing and the food was pretty nice when we did eat there even though you can get better at a better price if you walk a little bit further down the road. Now as for the rest, we were aware that we would be up for some taxes when we arrived but seeing how we had just stayed the previous week in Maui (which is supposed to be more expensive than Oahu) when we checked in we were also notified that it would also be $45 US a day for parking so with taxes and parking it cost us another $750 Aus on top of the couple of grand we had already paid when booking 12mths prior and when compared to Maui which was a much nicer condo style apartment we only paid an extra $250 Aus. Now just to add to our check in frustrations the attendant actually said I will have to see what we have available and we were quite shocked considering we had booked so far in advance, then he asked “seeing how it’s your honeymoon I would highly recommend you upgrade to the rainbow tower as it has been newly renovated and that would be another $45 US a day”. Now I don’t know how they handle honeymoons in Honolulu normally and I do realise that they would get a large percentage of people coming there for this reason but when in Maui we were well looked after and people moved mountains to give you that extra special care and attention but at the Hilton Hawaiian they just saw it as as another chance to get more cash out of you and I honestly would have thought that an upgrade here or there would haven’t been too much trouble. After my wife politely telling them no thanks, we then asked where the parking was and was told where to go and after finally finding a park we had to haul our luggage about 600m to get to our tower and room!! To say we were less than impressed with the service provided by the Hilton staff at the front desk and there crazy parking prices for hotel guests would be an understatement and we would definitely recommend not staying here considering there are much nicer hotels in the same area where parking was a lot cheaper.We will not be back to the Hilton Hawaiian and my parents had planned on visiting this year also and we have also told them to look elsewhere.","May 5, 2019"
"My wife and I started here at the Hilton before the start of our NCL cruise. We were here for two days (NCL paid for one day). It can be pricey here but location and amenities gives it its value. We like the fireworks on Friday night, though they could be a little longer.","May 5, 2019"
"I have to say I was nervous booking here given the mixed reviews, but after my stay, I can't really see what all the fuss is about. Everything from location to cleanliness was perfect. Staff was attentive and friendly, rooms were very clean, and the grounds/pools had a lot to offer. Despite a lot of people, it never really felt very crowded (except on Friday for the Fireworks). WiFi was excellent, even at the beach. I had a partial Ocean View and it was nearly perfect. A few minor complaints:1. The dresser drawers were a bit beat up and wouldn't open or close properly. My getting stuff in and out wasn't an issue, but for the price of a nights stay, a dresser shouldn't have this issue. 2. Parking is extremely high. I get it, parking is a premium, but given the resort fee and the nightly cost, this part of the trip could be lower.3. Resort fee. I hate them, everyone hates them, but they're becoming more and more common, so I get it. I also understand I have a choice -- but even so $45 per night is a bit high considering it doesn't really provide much more than other resorts would.Overall, I was impressed more so than I thought I would be with this property and wouldn't hesitate to stay there again.","May 5, 2019"
"We have stayed at this location before and it won't be the last time. We find the Hilton to be very central to everything and the staff are always friendly and obliging. We stayed in the Ali'i Towers again and if you prefer a little bit of privacy and seclusion away from the hustle and bustle, then this is a good choice. Access to a private pool, gym and various other amenities as well as a seperate check in desk makes this a great choice in our opinion. We opted for an Ocean view room and the views were stunning. The room was quite large, well appointed, and quiet.","May 4, 2019"
"Spent 3 nights here and am very impressed. Didn’t make use of the restaurants or bars at the hotel (and there are heaps) but the grounds and the lagoon area is magic. The water was lovely and great to sit by and cool off in. Most of the beaches in the immediate Waikiki area aren’t all that amazing (in my opinion) but the lagoon is spot on. Especially if you were traveling with kids. Location wise, it’s on the extremity of the downtown Waikiki area, but it’s about an 8 to 10 min walk and you’re right in the mix. Definitely worth a look. ","May 4, 2019"
Hilton Hawaiian Village is the location on Waikiki to stay at. It's self contained little oasis and I can't wait to return with my family. From check-in to check-out it was perfect. The staff are so friendly and accommodating. We love the sea turtle snorkeling excursion that's offered right at the hotel. So convenient! Just walk to the dock and board a boat and they take you out not too far from Waikiki with crystal clear water. We saw so many beautiful sea turtles! We love that there's so many ABC stores on property. Can't wait to return!,"May 4, 2019"
The resort is fantastic and lots to do. Overall very clean We stayed in the Tapa tower family room The room needs updating The couch is super old and ratty. Needs to be replaced. For what they charge it would be easy to do! The carpet is old too. But you’re not in the room that much. Just found it really weird.,"May 4, 2019"
"Thoroughly enjoyed the hotel and surrounding facilities. The staff was very helpful and willing to go the extra mile. Food was good, a bit pricey, but I guess the location is worth it. Plenty of things to do and walking to attractions is possible. ","May 4, 2019"
"There are everything at Hilton Hawaiian Village Waikiki Beach Resort for you to shop at ABC Stores, lot of good food for dinner at restaurants and bar with live music, coffee, ice cream shops. The location is great and so convenient specially we can enjoy fireworks on every Friday night","May 4, 2019"
This resort is pretty spectacular. We had just an overnight after coming off a 12 day cruise and this place left us wishing we had booked a longer stay. Our room was delightful with two balconies which allowed the ocean breeze to flow through. Check-in was easy. We arrived early in the morning and opted to pay a fee for early check-in and it was well worth it. We were settled in and off to hike Diamond Head before 10AM. Many food options on site and the food was very good. Loved the location and we'd definitely consider staying there again if we find ourselves back in Honolulu.,"May 3, 2019"
This hotel is amazing!!!! The amenities are super.l and there are lots of things to do and see around the hotel complex. We are in the tower and have an ocean view. Wow! Fireworks on Friday night with a front row seat. Well worth the $$$$.,"May 2, 2019"
Han made our stay personable and provided extra needs such as kuerig cups and towels. She was attentive to our stay and made an effort to greet us in the morning as we left for activities. She is a great ambassador for Hilton.,"May 2, 2019"
I've been coming here for nearly 20 years every year and this has deteriorated in terms of care. There were wonderful shows at the pool. As a Diamond I expect complimentary breakfasts or the equivalent not a ridiculous amount which is far less than the cost of any meal . Value is problematic for Diamond's.,"May 2, 2019"
"On April 27th 2019 myself, my wife and our Granddaughter were dropped off at your Hotel immediately following our Arizona Memorial Tour after departing our NCL Hawaii 7 day cruise. Our travel agent had booked Hilton Hawaiian Village Waikiki Beach Resort for our overnight stay. Our cruise director thought this was your establishment so we were dropped off there. I want to bring to your attention the superior service we received from your standout employee Ms. Ginger Dillman. She was so very kind and caring. We were treated like VIP's. Ms. Dillman quickly put our fears and concerns to rest. She immediately focused on our needs and truly cared about our well being. Ginger called the Hilton Waikiki Beach Resort to confirm we were booked at that hotel. She then followed up by calling Charlie's Taxi and arranged to have us transported to that hotel. We were overwhelmed and so impressed she had given us a voucher to cover the cost of the taxi. All this for 3 Canadian Tourists who were not even staying at your Hotel. This is an excellent example of going well above and beyond all expectations. We have the pleasure of being world travellers in our retirement and this was, by far, the best care and attention we have ever received. Our highest praise goes to Ms. Ginger Dillman and our sincere appreciation and thanks to both Ginger and your incredible Hotel. Please pass along our great appreciation and admiration and thank you so much for such superior service. You can be assured we will be staying at your establishment if we return to Honolulu in the future. We will also share this story with our friends. Thank you, thank you. You are simply THE BEST!","May 2, 2019"
"This was a 16th birthday gift to my granddaughter. I wanted her to experience the fun of Waikiki while staying in an upscale resort after flying first class. Her experiences were very positive. When relaxing on the beach or by the pool there were lots of texts between friends in Seattle and her. Comically, many included green memes from her friends :)","April 30, 2019"
"I booked this via Costco Travel, having spent six nights on Kauai I wanted a different taste of Hawaii. Well, Oahu is definitely different than Kauai! Hello big city!!I did not rent a car here. I did manage to walk 10 miles around the city seeing the zoo, aquarium, and making a stop at Leonard’s for malasadas (I liked the custard filled ones the best). One fun thing I noticed was Oahu was about 60% Asian tourists. This midwestern girl got a kick out of the attire and selfie sticks! Positives:It’s a Hilton. You know what to expect: comfy beds, a solid TV, a decent sized bathroom. The shower was pretty nice, steady temps considering I was on the 25th floor. Plenty of towels. The shampoo/conditioner/lotion was one of the best smelling I’ve come across (and I travel for business quite a bit). No issues getting an elevator quickly. (This was very Vegas-like to me) I was in the Kailia (sp?) Tower, so buildings closer to the beach may have busier elevators. Nice to have a fridge! Lots of shopping and restaurants on site, you really don’t have to leave the premises (Vegas style). Honolulu Cookie Co! Free Samples people! I ended up buying quite a few tins as gifts for my family. They freeze for up to six months, so I’ll freeze my box next to the Girl Scout Cookies I bought earlier this year. The ABC stores are great for whatever....the Walgreens/CVS of Hawaii. Negatives:If you request an ‘Ocean facing room’ it is definitely NOT an ocean front room. Don’t spend the extra on the four foot ‘balcony’ with generic patio furniture. You can’t see past the bars and the sunset is blocked by the other buildings. I could technically see the ocean, from about half a mile away. AC unit only went to 68 degrees. I got fairly warm at night. No ceiling fan to help circulate the air and the fan wouldn’t change modes. I wanted to book a tour of Pearl Harbor. However I didn’t have a concierge in my tower. When I called I got pricing and two different offerings, I wanted to research them on the Internet before committing. When I called back 10 minutes later, it went to voicemail. I left my details for a return call and never received one. I wanted a late checkout. After three voicemails to the front desk, I pressed ‘0’ somewhere along the way and got a person who could approve it. For a resort with people coming and going at all hours, I expected better availability. Overall, it wasn’t worth the splurge.","April 30, 2019"
"This hotel is very, very large. Something like 3200 rooms on 22 acres. Multiple towers throughout the property with many stores, shops and eating establishments. Right on Waikiki Beach with it's own private lagoon. Also close to the pier which takes you on the Submarine tour. Five minute fireworks every Friday. Many pools, music throughout the day at various bars. Pricey but this is Hawaii (everything is expensive). Walking with a cane can be very tiring as the walking areas consist of various materials (flagstone, brick,coblestone etc) Nice feature is the electric vehicles that you can request to get from here to there, free but tipping is accepted. These are nice as mentioned before walking could be hard for some as some places you may want to go are quite a distance. All excursions seem to leave from the same general area which could be quite far from where you begin. The only place that seemed crowded were the ABC stores. This is where we bought the following days breakfast as our tours started fairly early and it was easier to eat in the rooms. Needless to say you could also walk or taxi to many off property places in Honolulu.","April 30, 2019"
"Spent two weeks in Waikiki at the Village. The room was typical Hilton room with a killer view (we opted for ocean view). No microwave which was a disappointment but there was a fridge and coffee maker and the other usuals. Service folks were incredibly friendly and helpful. Warning: nothing in the village is cheap. The resort has several restaurants - our favorite was Hatsuhana, a Japanese restaurant. Great live music every night. Great shopping opportunities in the village but watch out for hard sell. This was the one thing I disliked about the resort - some places were over priced and used pressure sell tactics. Totally awesome beach and the Mandara spa is definitely worth a visit. Perk to the spa visit is the adult only pool area. The other Pools and lagoon are great for kids.Several activities associated with the hotel - the Luau, the submarine Atlantis, turtle canyon, catamaran sail... and several others easily available by shuttle that picks you up at the resort. Trolley and buses stop at Village too. It’s in the heart of Waikiki and there are lots of restaurants and shopping near by","April 30, 2019"
This was not a good use of your money. Told that the doors were opening at 4:30 but it didn’t happen until five. Photos were $50. You didn’t get a lei unless you paid $30 extra. The food was not hot. Free drink was watered down and the price of a second drink was very high. Having a luau inside was a building was awful.,"April 30, 2019"
"It is a large resort, but easy to access everything. They have two ABC stores for anything you need (groceries/alcohol/toiletries/souvenirs). All the pools were great and water is cold at first, but not terrible. Our daughter loved the slides and tapa pool. Loved the option of walking to the pool, ocean, or lagoon. Prices for rentals (chairs/umbrellas/paddle board/etc) were insane! We just packed a beach blanket and settled for shade under the palm tree. We stayed at the tapa tower with a resort view and had a little view of the ocean. Even if we didn’t get a grand view, it was still a great spot since it was close to everything and we barely spent time in the room. Though we asked for a king bed we were given a room with double beds and were offered the Ali’i tower for extra and a early check in for extra as well. Got to the fireworks show 5 min before it started and still got a great view. Tons and tons of international tourists, conventions, and vacationers, but not an inconvenience. I loved how they had so many people to help translate for others as well. We opted out of eating anything at the resort, but the happy hours and drinks are great.Some negatives: our daughter got a scratch on her face from one of the pillows guessing it was the zipper. Bathtub had horrible drainage and our key for the parking garage didn’t work the first two days, but workers always came instantly to help.Overall it was a great experience. People usually go to spend their whole vacation at the resort, which is fine, but there’s so much more to do in Oahu. The resort does offer everything for all ages. It was a great home base and accessible to everything. Note that it is at the end of all the hotels, but less than 10 minute walk to all the madness of Waikiki.Thanks for the great and memorable stay Hilton! ","April 29, 2019"
"The Rooms are clean except the balconies, staff are pleasant, the live music was very nice every night, lots of activities for families, and couples. Good food but the prices are high on most everything. ","April 29, 2019"
"Will... If you want to be here you should not think about money at all, yes its expenses. But it's fun place to be, inside pools and a big laguna, A lot of activities to do, name it you find it.ABC stores are everywhere to purchase what ever you want.Rooms are good, i stayed in the Tapa Tower which was great. The gym is in a different tower which i found strange and annoying. Avoid Tapa bar... The drinks prices are ridiculously expensive and the service is bad. They are hiring old age staff which are grumpy . ","April 29, 2019"
"We were so excited when we got our room , we unpacked, went out for a swim and came back to see a tick crawling around on the bed!!! I moved it to the dresser and smashed it with a piece of paper and it gushed blood. So needless to say my husband went down to complain. because we couldnt get the front desk on the phone. We were able to change rooms 11 floors below ours and were given breakfast vouchers! That's it!!! We were told our new room would have the crib we requested and of course after we got back from dinner...no crib! For the amount I paid to stay in a suite I regret my decision to stay here. Also there needs to be more attention to detail such as our rooms lamp shade was completely busted! ","April 28, 2019"
"The suite is big enough to fit family of six (kids ages 11, 10, 5, 3). The location of rainbow tower is great as it is right next to the beach and lagoon, and our whole family had a relaxing time there. Beautiful sunset can be viewed from the beach, as well as from the balcony. Special thanks to hotel manager Mumi Matagulay for helping with hotel arrangements for our birthday boy. It makes out first visit to Hawaii special and memorable. We look forward to visiting again!","April 28, 2019"
"Large resort. Over 20 acres? Hotels, shopping, restaurants all right on the beach. Great place to stay. Several hotels or vacation condos. Wonderful location. Right in Honolulu. Many options for transportation around the island. Recommend Charlie's taxi to travel to and from the airport. Flat $29 fee for the two of us. ","April 28, 2019"
Absolutely LOVED this hotel and everything about it. The staff were incredibly friendly and helpful. The grounds were super clean and the food and shopping was excellent. Great variety of everything at the hotel. We upgraded to the Ali'i Tower and it was worth it - your own pool and bar and perfect location to watch the Friday night fireworks show. This really was the perfect hotel and it's only a 15-20 minute walk to downtown. The breakfast at Tropics is huge - the pancakes are delicious - I could barely finish them. We will be back and this is where we will definitely stay again!!!,"April 28, 2019"
"My husband was here for work, which put us up at the Sheraton and then the Hilton. We got upgrades in both hotels but I much prefer the Sheraton, for very idiosyncratic reasons.We were upgraded to the Rainbow tower - supposedly the best, but:1. The water pressure was awful.2. The lobby is a maze.3. There is a hard sell (buy this! updgrade that!) that screams of desperation. The staff member who checked us in told us there was a kettle in our room, after overselling us, and there wasn't.4. The chest of drawers in our room would not close fully, causing a trip hazard.5. It is very, very busy: just like the Sheraton Waikiki, but less well designed and felt more crowded and less well organised.6. Yoga classes at the ungodly hour of 6!7. Terrible TV channels and no interesting shows to watch. Not good if you want to chill after a long day of travel/ work.8. I personally preferred the location at the Shearton: so much closer to Waikiki beach and the action than the Hilton.9. Wifi was very unreliable and cut out all the time.Tl;DR - if you're an internet savvy guest who is practical, likes an excellent view and great service, stay at the Shearton (instead of at the Hilton).","April 28, 2019"
"First off, I wanted to thank Pam at front desk for her kindness and patience. She really helped me, my son & wild grandchildren have a more relaxing time. I've been to Oahu many times and only came here to watch the fireworks, so I decided to treat my grandbabies to 1 day here after a crazy week of unpacking for their move. Loved all the different pools and lagoons. Food can be pricey, great happy hour at tapa bar, got cheap breakfast at the Hatsuhana restaurant for 10.00, CJs & abc store for misc snacks. Expect to spend at least a 100 for food. We didnt leave the resort area. thanks again pam","April 27, 2019"
"My Wife and I stayed at the Hilton Beach Resort, Waikiki in April 2019. What a great time we had. This resort has it all. A beautiful setting along the Pacific Ocean. Beautiful pools that are kept in pristine conditions. Wonderful Hotel workers, who are always willing to help you out. The rooms in the Rainbow Tower are big and comfortable. The rooms have a refrigerator that you’re welcome to use. The views from all of the rooms are incredible. Renting a surfboard or paddle board is a simple process. Start out practicing in the man maid lagoon. Get some ice cream at Dairy Queen. Visit one of the many retail shops on property. Fireworks every Friday night. Definitely check out this Resort when visiting Waikiki ","April 27, 2019"
