review_body,review_date
,
Nice pool bar with live music. Enjoy the shisha at cinnamon grand breeze bar . It was fantastic. Prices are reasonable for five star atmosphere. Fahad and anurutha they are very friendly Highly recommended this place,16-Jul-19
,
"We met friends here for coffee and cake. Our waiter, Dilshan, was very polite and professional. The setting was beautiful and the ambiance was great. I would particularly recommend the chocolate fudge cake.",16-Jul-19
,
"Good food. Lovely staff. Great ambience. We had the greatest time, greeted by the warmest smile of cutrator stanislaus and shanker and beautiful music playing in the background. I really thank you appreciate the service provided!",16-Jul-19
,
"the food was good and the food was brought to the table in a very short time. The desserts were very nice and worth the price. More attention to the guests would be nice as we were interested in eating other foods, but the manager kept recommending others. We also had a question that was not answered, but in the end we enjoyed our meal.",16-Jul-19
,
The best restaurant if you wanna enjoy your food. Pradeep was our curator and made this a wonderful experience. Thank to all the staff for taking care of us. I really recomend this place if you are in Colombo,16-Jul-19
,
Visited Echo for my girlfriend’s birthday. The service was great. Especially Curator Pradeep was very helpful and suggested that we try the chocolate pudding which was delicious. Overall it was an awesome experience.,16-Jul-19
,
"Great time at the Lagoon at the Cinnamon Grand! Service and food is always spectacular! My daughter wanted dumplings which isn’t on the menu and the manager, Prasad went out of his way to get some prepared for her! Definitely recommend the Modha fish in red curry!",16-Jul-19
,
"Delicious Italian food, warm and friendly atmosphere and very polite and helpful staff. Great service!! We had a lovey evening! We would highly recommend this restaurant to anyone wishing to have great Italian cuisine!!",15-Jul-19
,
"This is a good restaurant. Good foods, good atmosphere. Highly recommend about the service. I might say I’m a happy customer. Quality service. I just made an reservation over the phone for my mother’s birthday. They did at their superb level. Arrange foods on time. Arrange our birthday cake on time. Highly recommend.",15-Jul-19
,
"We had the blueberry shisha mixed by Priyadarshana and it was amazing. We already had Gordon's Gin on discount and the chasers were free! We were sitting in the poolside which is quite the view and me and friends really enjoyed. Awesome customer service, hospitality and ambience in the poolside. Loved it!",15-Jul-19
,
We went with friends to the poolside at Cinnamon Grand. Had such a great time with fabulous service at shisha and food by the poolside.Excellent service from Priyadarshana! Thanks very much for a great evening. ,15-Jul-19
,
Special thanks to Rashmika We just went an outing and chose chutneys to take our lunch The food was just amazing and the staff was very friendly and gave a good service Specially I like the mutton biriyani,15-Jul-19
,
Had great service. Was served by thilina who was very efficient and helpful. I was happy with the customer service there. The atmosphere is great with good music and good crowd. I recommend it greatly. ,15-Jul-19
,
Had an amazing time at Noodles at cinnamon grand. Try the number 52 noodles and the seafood laksa l... You won't regret it! The staff is super friendly and it's a nice place to catch up with friends and family.,15-Jul-19
,
I always visit noodles.Their food has been consistantly good.Great value for money as well.Staff is very friendly and the service is perfect.Since their qualoty is really good sometimes its difficult to get a reservation.Call and book early.,15-Jul-19
,
The meals was excellent.. Their service is very good and friendly. we all enjoyed the dinner. The celebration we planned to do was better than expected.. Prasanthan and his team was brilliant we enjoyed so much....,15-Jul-19
,
It was very placent environment. Echo restaurant staff are very friendly and helpful. Food was amazing.. we really l9ve to come back... Thanks Prashanthan for your kind hospitality. We had lovely Italian food all under one roof.,15-Jul-19
,
"We are lovely cinnamon grand hotel is nice view...i stay in the room ..i ordered to breakfast...food was really good and uthaya raj ,,,was an amazing host and was very helpful...thank you so much....we will come again to this lovely place...",15-Jul-19
,
Satisfactory atmosphere with good music for entertainment as well as a good customer service.priyadarshanaGood food and a friendly environment. Very Peaceful as well as a relaxing location. I would recommend this place.,15-Jul-19
,
"Having dinner at The Lagoon was a memorable and fantastic experience. The food tasted very good. The service was excellent and friendly staff too. Thank you Sanjeewa, Prasad and Chathuri for this memorable evening. Wishing all the very best to The Lagoon team,keep up the good work.",15-Jul-19
,
Lagoon was awesome! Quite value for money and food was good! We were here for my birthday and we recommend this place for any celebration! Thank you Chathuri and Dhanuka for the support and hospitality!,15-Jul-19
,
"Me and wife came here to celebrate our anniversary. Hands down, from the ambience, to the service, to the food, it was great!Apart from the superb service, the food was delicious and the portion size is big enough for two. Compared to the price, it's unbelievable. Worth every cent.Definitely recommend this place for a date.",15-Jul-19
,
"Had a good evening on noodles great food and great service by the team , nice to be at next time with friendsHelped by Nitish and others well ,when you have chance to visit pls come and enjoy thanks cinnamon family",15-Jul-19
,
Priyadharshana is a very nice and enthusiastic person who serves a really a marvelous service to us more over he brings sheesha at a quick time and with lovely sheesha and even the food he brings at correct time thank you,15-Jul-19
,
Loved the food and the atmosphere. The staff was super-friendly too!!Portion sizes were quite worth the price. Hoping to come back soon for round 2.....Keep up the great work team cinnamon & noodles! ,15-Jul-19
,
Excellent service and hospitality. Mathilda is one of the staff whom we have had the pleasure of her caring and warm services every time we had been there. She welcomes us with a warm smile and make us feel comfortable and at home. Always ready to accommodate the kids needs. Thank you so much for excellent service and good luck for all the staff. ,15-Jul-19
,
The food was as always really good. Have always loved the place but this time the customer service was quite excellent! They were very helpful.Mangala and Nirosh helped us with choosing our meals and the overall experience was great .Will surely come back.,15-Jul-19
,
The meals were wonderful and we had a great time at noodles. The staff was really helpful and went overboard to ensure that all of were happy with our meals. Mangala helped us pack the leftover flood too. Overall great place for a quick lunch for a reasonable price.,15-Jul-19
,
Really good food along with great service. We have been coming here for a while now and the quality has been maintained consistently! We all had a great time and would highly recommend it to anyone we know.,15-Jul-19
,
"Coffee stop in cinnamon grand Colombo Sri LankaCoffee stop is a very relaxing place in Colombo and the staff makes us feel home here in the hotel lobby. Specially Mr. Chaminda in the coffee stop , welcoming the guests and taking good care of them with big smile,I’m really thankful for the hospitality and highly recommending the coffee stop in cinnamon grand Colombo Asela ranasinghe",14-Jul-19
,
"Superb shisha at cinnamon grand breeze bar, the service is excellent as well as the food. The flovours and the service of the staff is excellect. Even though it was rainning the service was excellent.Thanks to Priyadarshana for the excellent service.",14-Jul-19
,
Just had a brilliant family dinner at noodles in cinnamon grand. The food was on point and really good the service was brilliant. Chamath is an outstanding host and will make sure you have a memorable time at the restaurant. Keep up the great service and food.,14-Jul-19
,
We wanted to surprise my son on his birthday and we decided to go to cinnamon grand lobby (coffee stop) for high tea and we told the manager Nishantha to Organise a small cake with a candle and Nishantha with his colleague (i cant remember his name) did a very good job and made it a memorable evening for my son. The high tea was also very well presented and finger food was also really good and the service was par excellence.The steward was so professional and always willing to help. We will definitely return. Thank you guys for making the evening memorable for my family cheers.,14-Jul-19
,
The atmosphere was good. The service was commendable (Served by Rashmika)The food was great as always. Great vegetarian and non vegetarian options available. Family friendly. Cannot wait to visit again soon!! ,14-Jul-19
,
Hopped in to watch the cwc19 with friends. Great great atmosphere highly trained staff's and world class service..would love to visit the place again. highly recommend to anybody who wants to spend some quality time with friends or with your loved one. Thanks for the impeccable service.. keep it up guys.. thanks buddy mr.fahad,14-Jul-19
,
Superb service and excellent food! Highly recommending♥️ The whole staff team at Noodles made sure everything went well. Special thanks to Chamath :) thanks for the great evening! Will come again for sure x,14-Jul-19
,
I never met staff at Colombo pubs or restaurant with a smailing and welcoming attraction to customers but at breeze bar the staff Fahad he shocked us with his excellent customer service and hospitality.. these staffs are assets to the company.. I really hoping to visit again and again to get this loyal customer service.,14-Jul-19
,
Excellent customer service. Specially the staff Fahad hospitality level mesmerized us. Good vibe excellent location. Specially the way the approached and made our day pitch perfect. I highly recommending this place for friends and family..,14-Jul-19
,
Place is cozy and lovely especially for family. Excellent tasty food and service. Staffs are friendly and nice. Thanks to Dilani and all the staffs of Tao Restaurant. Not only the Tao Resto but overall the Cinamon Grand hotel are truly amazing place to stay when you are in Colombo. Recommend to visits.,14-Jul-19
,
Had a craving for an amazing laksa that I'm happy to confirm is UNRIVALLED as of July 2019! Always good to meet the staff who treat us like family and our orders were in by a few mins down to dessert.,14-Jul-19
,
Very good shisha and service at the poolside from Priyadarshana. The atmosphere is great compared to any other spot in the city. The drinks and food are great as well a good variety of them. Would definitely recommend coming here.,14-Jul-19
,
"Excellent place for seafood in the town. Our favourite place to dine. As always great dishes. The amazing team, with warm welcoming faces. Excellent service by Ranjith, Sanjeewa, Chamal, Channa, Lolitha and the team. Thank you very much and keep up the good work.",14-Jul-19
,
"Great Chinese fusion menu with an extensive beverage menu as well at Noodles. For a five star hotel, Noodles is very well priced. Portions are also quite generous. The soups especially are delicious. Excellent service by waitstaff, especially Nirosh.",14-Jul-19
,
Good place for shesha in Colombo area with a awesome pool view. Calm and peaceful environment to spend your time with your fiends and family. Cocktails 1st class. Awesome service with Mr priyadarshana. Don't miss to visit and experience the place at least once in your life time. Cheap and worth.,14-Jul-19
,
"Came for dinner with my wife, we loved seafood mains, starters & specially the soup. Most of all their service was excellent. Special thank goes to Chamath who did a wonderful job in recommending dishes and served us well. Overall had a fantastic experience. Definitely we will visit backCheers!",14-Jul-19
,
The service was very good and the staff werevery courteous. Our waiter Pradeep who served us today was very polite. We had pizza. It was good. However I would recommend the beef lasagne and the prawn sphagetti we had here last time more than the pizza.,14-Jul-19
,
"Pleasent experience at Noodles.. food is decent,service is excellent. shout out to Hashi and Nirosh. Try the roast pork tebasaki and definetly try the Martini bar and opt to sit outside it's quiet and calm ..",14-Jul-19
,
Cocktails by Priyadarshana were amazing! Chilled out atmosphere at the World Cup Finals!Safe environment with great vibes around. Service by the staff was top notch.Must visit if you plan to chill out in Colombo!,14-Jul-19
,
Highly recommend going to breeze bar in cinnamon hotel Colombo. Such a beautiful and relaxing place by the pool with amazing bar as well to grab a drink and have one of the best shisha so many flavers to choose from specialty grape and mint mix staff is very polite and so caring specially priyadarshana and fahad,14-Jul-19
,
Nice experience as always. It's nice to see the place crowded again. Service and friendliness of the staff is pure Sri Lankan. The curator Stanislaus was really friendly and helpful and knew everything about the hotel and briefed us regarding all the options for dining. Excellent service all around keep it up.,14-Jul-19
,
Cinnamon grand is the best hotel in Colombo. Room was very clean. Breeze bar is my favorite. The food is tasty and it's a very relaxed place. Also we try shisha. Priyadarshana he made me a nice shisha to us. And fahad he is very friendly and helpfull thank you guys,14-Jul-19
,
"Came to breeze after almost an year,still love the place the food was amazing as usual,I put my kids to the pool and chilled for about half 3 hours awesome place to hangout with your kids and family We were served by priyadarshana he took care of us very well",14-Jul-19
,
"The Cinnamongrand brunch is back better than ever before! The staff as always, is the best offering in whole of Colombo! The brunch spread continues to be the best offering in any 5 star hotel! Great to be back, keep up the good work!",14-Jul-19
,
"Nice buffet and great customer service. Biriyani is extra ordinary. Staffs are very friendly and specially by Anuradha, Darshana, Praneeth, Pubudu & Suren great customer service service. Many varieties items are available in buffet too",14-Jul-19
,
"Excellent service @ CG, Managala & team took every effort to accommodate our requests and took note of our dietary restrictions to make our brunch experience thoroughly enjoyable. We will come back here again for sure!",14-Jul-19
,
Food was very good. Well trained staff and very polite. The environment is attractive. Mind blowing music was there. Mr. Mahesh and rest of the staff took much care. There were sevaral food varieties. Specially Floting boat was verry tasety. Everything was fine and fantastic. Had a nice time.,14-Jul-19
,
I recently went to coffee stop at Cinnamon Grand and my order was taken by dilshan who was very obliging and made sure that my experience at cinnamon was upto standard. I was very happy with the customer service given by him.,14-Jul-19
,
"Excellent ambienceSuperb soft music Variety of Delicious , sumptuous food . Staff service was very efficient and attentive. Extra ordinary attention of Udaya , Visaka , Ashok, Sameera, Hilmy, Delanka and Himashi whose service is commendable . We Look forward for our next get together. I would recommend anyone to try this as it’s a new concept. ",14-Jul-19
,
"Amazing spread of delectable cuisine, fantastic attention to detail and service by the F&B team ! The food was great and full of flavour. Desert spread too was extensive and delightful. Well done Team Cinnamon Grand",14-Jul-19
,
Food was great. Great service from staff So great to see Cinnamon Grand back in full swing with a crowd too! We were specially requested to come over by Kasun and Herby and our long standing relationship with Cinnamon Grand brought us here today !!! So glad to be here!!,14-Jul-19
,
"The experience we had in Cinnamon’s Lagoon a seafood restaurant was spectacular. The food was great especially there Thai style red curry and muscles were flawless. The drinks were also good and there service was also of a very premium standard being very welcoming. Mr.Lolitha who works here also helped us select a great selection of seafood to enhance our experience but also all the staff were no expectation to this and also helped to maintain the premium standard of this restaurant. To conclude, I hope Cinnamon Grand continues this in future and have a great year forward!",14-Jul-19
,
"We enjoyed the brunch. It had a variety of Japanese, Indian and many fusion food. The dessert spread was marvellous. They had a choice of eggless items which was a treat for the vegetarians.The soft music suits a Sunday afternoon.The staff was very obliging which was another attraction. KEEP IT UP.sameera and Jimmy Udaya.",14-Jul-19
,
"Had Sunday family brunch at Cinnamon Grand to celebrate sister-in-law, Priyantika's birthday. Amazing food with a vast spread that were all delicious. This a new concept started recently and I would recommend anyone to try their newly started brunch. Very helpful staff who are giving their best to the guests going out of the way to make the guests feel homey. Had a Fabulous time.",14-Jul-19
,
"The best brunch in town! The spread of food they offered was so diverse, just couldn’t pick what to eat! I was through the starters and was already full.. one of the highlights for me was the amazing Laksa that was made on the spot.. the desserts were too good! Too many choices... it’s definitely the go to buffet for seafood lovers, as they have a plethora of seafood options... the service here was excellent as well, we were served by the fantastic team including Sameera, Anuradha and Suren.. Will definitely keep coming more, definitely worth it!10/10",13-Jul-19
,
Excellent buffet with a wide variety of food. For me desserts was the highlight. I was served by Suren and we are very happy with the service. Ambience of the place was very nice. As usual Cinnamon grand just amaze me ❤️,13-Jul-19
,
"Great selection of savories, hot & cold coffees. Amazing service , buzzing lobby, great hospitality by coffee stop staffs. After visiting all the 5* hotels coffee spots cinnamon grand is the busiest place but still Thier staffs take time to talk to us. Special mention about manager Delu he is always there checking on our satisfaction. He is so proud of their new cake display. It's truly amazing before they only had 1kg cakes now they have 250g & 500g as well. Keep up the good. Glad to hear cinnamon grand is no 1 rank in trip advisor.",13-Jul-19
,
After Easter attack this is the first time I have been to my favourite coffee stop. Even though they have lost thier beloved colleagues they still work with thier trade mark smile. It's nice to see manager Delucian. he welcomed us and proudly showed few things newly introduced by thier GM .we tried the strawberry tart it was delicious. I have been asking Delucian for waffle cone for ages this time he did not disappoint us thanks to Mr.Gale. ,13-Jul-19
,
It was great to stop over at the coffee stop at cinnamon grand after our morning stroll to the hall face greenThis usual haunt is such a pleasure to relax Outstanding service this time by DILSHAN excellent ambience and sumptuous foodIn particular the fish roll and fish bun was fresh and very tasty It’s coming back to life after the terrible events of Easter We wish them the best for a busy seasonExcellent rates excellent location and Sri Lankan service Recommend highly Selva Niranjan ,13-Jul-19
,
This place is a lovely one and atmosphere is superb. Food and service is excellent. When you enter in to the place it starts the hospitality and so grateful to associated with lovely service and turns people,13-Jul-19
,
"Had an amazing time @ the ""Martini Bar"". Awesome service given by Hashi and Suranga, recommended the best Martini that I have tasted which is ""Lychee Martini"". Very cozy and comfortable atmosphere, especially loves their sitting area. ",13-Jul-19
,
"Excellent service, good rates.Ask for tilina,super! Must visit again and again.If you can order some bytes from the sea food restaurant, hot butter cuttle fish, is the best.Guys at cheers pub will oblige.",13-Jul-19
,
Awesome ambience and good food and drinks too... A good place and must visit again... Go for thilina... He's a get person to be with was nice and much helpful... Great surroundings and friendly people.. Thanks and wish to see them again soon...,13-Jul-19
,
"than 5 service provided by the staff. Great concept, nice ambiance with friendly staff. Pink Sofa is the best place to relax in front of martini bar. Definitely, will be there again. Cheers!Thank you for the superior service.",13-Jul-19
,
The food was really good. I spent time with some friends and it was overall a great experience. The staff was really friendly and well mannered. The staff was really kind to also help me pull of my friends birthday. Overall a great place to dine,13-Jul-19
,
"Just dined for the fourth time at the Lagoon this year, got great personal service from Chathuri, Prasad and Dhanuka. Also great to see security completely beefed up after Easter attacks so I can dine with out a care in the world. ",13-Jul-19
,
Dinner was excellent. Service given by the staff was superb. Didn't have to wait for a long to get the food. Everything was delivered on time. Noodles soup was super tasty. We really enjoyed mee Gurang. Thanks for the wonderful service. Excellent service given by curator chamath,13-Jul-19
,
Breeze bar is the best place to have a cocktail . It was absolutely amazing. staff is very kind and accommodating.specially fahad and the manager upali.they are doing great job. Highly recommending this place.,13-Jul-19
,
we had a good time at noodles . Soups and the main courses were awesome . Seating arrangements were super. Good selection of mocktails and cocktails . Banana spilt with ice cream was awesome . Can recommend for others,13-Jul-19
,
"We got a excellent service today from the staff at noodles curators, from managerial to lowel level. We enjoyed delicious foods. Specially the soup is very tasty. We Will back again .staff is very closer. ",13-Jul-19
,
"We dined at The Lagoon today, which was a great experience. Was nice to see the regular staff members faces filled with a warm welcoming smile. Our waiters Sanjeewa and Thama gave a super service. The lobster and the grilled tuna was delicious. Wish you all the best to the entire Lagoon team. Thanks again.",13-Jul-19
,
Pizzas are highly recommended. Very flavorful and well worth the price. Good ambiance and the staff was friendly and attentive. Would visit this restaurant again. Would advice you to reserve a table beforehand.,13-Jul-19
,
We had a great evening at noodles.food were great they tasted so much better than any restaurant we had been too. I ordered a cherry blossom which tasted so nice it was very flavorful staff was very friendly too,13-Jul-19
,
We visited Noodles at CG based on a reccomendation of a friend and we were not disappointed. We orderd the Laksa soup and New goreng and it was really good. The service was excellent and help me to suprise my boyfriend by arranging a cheesecake. Overall an excellent experience.,13-Jul-19
,
"Arrived with some friends for a quiet Saturday evening catchup. Ordered some light snacks and coffee. The food was fantastic! Was not initially too happy about one particular type of coffee we received, however, curator Vijay, Stanislaus and the rest of the staff promptly changed it without hesitation. Fantastic atmosphere and we had a lovely evening.",13-Jul-19
,
"As for our first time experience at The Lagoon, we gained a very satisfying and caring service from Channa our waiter. His recommendations were very delightful and the food was very tasty. The restaurant setup is very nice. The team at Lagoon is very polite and friendly. Thank you Channa and Chathuri for the great dinner and wish all the best to the great team.",13-Jul-19
,
"Good food, especially the chocolate cheese cake which was amazing. Extremely friendly staff who always keep us company and check if we are satisfied, especially curator stanislaus and shankar who were very friendly and had a nice chat with! Will definitely visit more frequently.",13-Jul-19
,
Perfect Environment. Friendly Team at Noodles. Food was great and authentic matching as per the cusisines they had chosen. Mr Chamath was very friendly and appreciated his efficiency. Thank you Noodles..,13-Jul-19
,
Delicious food and cocktails with the great view. great ambiance.makes us want to come again and again.After all it’s a very peaceful and safe place to be. And really friendly service from priyadarshana.,13-Jul-19
,
"Actually their food were really delicious and reasonably price.. enjoyed a lot. Staff were really pleasant and nice to us..hope to come back again, it’s good place to have family dining. i Love it",13-Jul-19
,
The food is great!! I had a Risotto which tasted amazing it was cheesy and the beef tasted amazing.I also had a Salmon which tasted amazing as well. The staff is amazingly friendly especially Pradeep who was a curator he recommended me an amazing desert and the experience was all around great.,13-Jul-19
,
"Cinnamon Grand revamped hospitality to a new level. Thumbs up to Malith @ coffee stop.Coffee stop has the best sandwiches and savories,Bacon and egg pastry/Mutton Roll / ham and cheese melt Must Try - New Cookie shake Yummmmm..",12-Jul-19
,
"It was a rather quiet Friday at the London Grill, but the ambiance was all lit!!! We really liked the little Amuse-bouche that was served complimentary. Also in such a great restaurant having a wine promotion is a idea that makes it a chance that you should not miss. Food was great, the steaks cooked to perfection, the service out of this world. yet the best personalized service we have got in Colombo, Curators Ariffin And Shanker wear absolutely the best giving us a very good memorable time. Also not to forget those little ice cream and chocolate treats we got in the end was marvelous. Thanks",12-Jul-19
,
"A sign on the wall on staff side of kitchen in breakfast room sums up the Cinnamon perfectly:Consideration Compassion Dedication All these were in evidence of the care take over the guests by the staff at this lovely hotel. Extremely comfortable room, exceptional service and a very nice meal with colleagues in the Chinese restaurant in the evening. ",12-Jul-19
,
"Absolutely stunning experience at the grill last night, me and my friend came hear after some time and have to say it's still the best in the city. We were warmly welcomed by a charming gentleman, from there on it was perfection all the way. Really nice to see the young lads working at this restaurant, very active and on point. Huge shout out to our very own, as he said ""Curator Shanker"" very proudly, for the best service we have got so far (great dessert suggestion as well) hats off to all the guys. All the very best for the future, me and my friend will be back soon for the lovely food and service.",12-Jul-19
,
"It was our family dinner and had a fantastic time at the Lagoon. Very good service by Dhanuka our waiter . Thank you very much. Chathuri the hostess, thank you for the tips . Will visit again and good luck to the team.",12-Jul-19
,
"We really enjoy shisha every time we come and can get any flavour you wish to have, excellent food and beverages, and the service is really great by priyadadarshana. I highly recommend this place. Cheers",12-Jul-19
,
We celebrated our 1st year wedding anniversary at Noodles.we were looking forward to come to this place as we have been every other restaurants at cinnamon grand.The food was excellent and the staff who served us is friendly and they were so efficiently. Thank you for the lovely service. Really appreciate.,12-Jul-19
,
We got unforgettable memories at noodles specially need to mention the service people (chamath )was amazing and his team was superb and food was ccame fast and it was delicious good quantity for person really recommend this place,12-Jul-19
,
So guys this is the best place to have food in Colombo because the food over here is really good and the services are also really cool and this is and best place to chill like in the lobby is full of music and really entertaining stuff,12-Jul-19
,
Great Food; Super atmosphere; Very friendly service; Got dishes even though not in menu. Highly recommended. We went on a Friday and it was not so crowded and we enjoyed the meal a lot. It is very safe place to visit. There are no us at all,12-Jul-19
,
Great food.since I'm a fan of noodles I love this place for the variety of noodles and dishes they offer. The atmosphere is superb and the staff is really helpful. I love the cocktails and the mocktas here,12-Jul-19
,
"When entering the premises it did a proper security check to ensure that we all are safe and enjoying our food which was handled with very corporative team and they were very much pleasant the way they took care of us.So I selected chutneys as they have lovely dishes on mutton and prawns mainly and also the mutton Briyani is best in town. If you tell them which level of spice and grave you want they will ensure your order is delivered in the same way. The team lead by Anthony Francis , pratap and Gayan buddhika provided an excellent overwhelming experience it’s like you ar taken care at your home by your parents and I was with my parents and I wanted to feel them the same and surely they did. They were relaxed and felt warmly welcomed by the team.From the starters to I loved the mix of taste they gave us to tease our taste buds and leading to bonda and wadey we were soo full even by starters but the smell of th biryanis and the dosai made us to eat the rest ❤️. I loved everything about here the food and the choice of food the suggestions they made for me when selecting food was very useful. Ppl don’t forget to order their prawn curry it’s lovely and heavenly I am feeling you..And with all these spices order a chai tea as well or else get them to surprise you with the choice of the dessert this people knows the best So it was the end of these very lovely time filled with amazing food, amazing and homely people Francis prathap and buddhika gayan and anoj You all made the day after a busy week !!Love CInnamon Grand and love chutneys to the best and to bits ❤️❤️",12-Jul-19
,
Before the food the warmth of staff make us feel at home. We appreciate you all for your care and service. The wide choices in the variety of food and the taste is excellent. Many years of our association with cinnamon grand is very special. Heart felt thank you to all staff.,12-Jul-19
,
"Excellent hotel with exception food and staff especially Priyankara the waiter at the Lagoon restaurant who made our dinner a very pleasant and enjoyable experience, one of the most lovely and serene hotels I have had the pleasure of visiting. The new security is very well handled and maintained.Diluni from London",12-Jul-19
,
We had a good time and the Cuisines are really nice.. Moreover we had a best customer services. Kudos to all the staff. Pls make sure to make the reservation before coming as it’s always busy. Specially thanks to Mangala.,12-Jul-19
,
"We came to cinnamon grand. Service good, specially mangala gayan,cahamath,priyankara,thankyou very much all off you###good job###food was amezing .atmosphere decorations nice we will come again good job",12-Jul-19
,
Perfect place for authentic Italian cuisine in Sri Lanka .Amazing food. Great customer service and all restaurant staff are extremely helpful and friendly. The Sea bass with nicoise butter with chives and capers is by far the best dish. The pumpkin velvety soup is absolutely to die for !!!! Highly recommend,12-Jul-19
,
"This is the first time I have been to noodles, the way the staff assisted us was superb( telling the story behind the recipes) also the way they served the food and the staff was very friendly. The food was very tasty and I can say that it’s the best noodles and rice in town and the price for the food is very reasonable.",12-Jul-19
,
"Dear Cinnamon Grand Colombo I would like to write my review for my stay in colombo.I would like to send my thanks to:All Reception stuff for the kind hospitality Special thanks for House keeping stuffMr. Hasitha Mr. SureshPool lifeguardMr. PruthupiHealth club stuffMy staying was perfect. Look forward to take my vacation here very soon.Your kindly assistance is highly appreciated Yours sincerely,Abdalla Abdelhalim",12-Jul-19
,
"After the bomb attack we were curious to visit.but heard about some New arrivals.it was really nice to see the hotel is back on track.heard about fantastic concepts who implemented by new GM from Guest Relation Hashi at Martini Bar.I know her very much from the Lagoon Restaurant always giving a proper professional hospitality service.we are actually Martini lovers we had passion Martini,Lychee and strawberry.prepared by Hashi and Suranga.absolutely great.thankyou guys keep up the good work.we will.come back Hashi. ",11-Jul-19
,
Family dinner at noodles. The restaurant staff were very helpful and professional. Fahad is best. Food was delicious. Really enjoyed the meals. The dessert was yummy. Hope to come here again with friends ❤️❤️❤️,11-Jul-19
,
"Great food lovely cocktails and Great service overall by priyadarshana and indika, I really enjoyed my time here and would definitely recommend this to anyone I know, since this is basically like the perfect location to spend some quality time with family and friends.",11-Jul-19
,
The food was delicious. It was prepared on time and we really liked the ambience . The staff was also very friendly- especially Arshad who served us and provided us with useful recommendations. This is our new favorite Indian restaurant in Colombo,11-Jul-19
,
Best service with shisha with chilled out atmosphere. Specially service done by Priyadarshana. Good service with a smile and good feeling overall. Best place to have relaxing night and Good dinner!!!!,11-Jul-19
,
One of the best places in Colombo. Always keep coming back. The food is so tasty & the service is excellent. A must try is the Molten Lava cake if you are chocolate person! So so so tasty. Love the ambience. So nice to see this place full & thriving.,11-Jul-19
,
We e njoyed our dinn er at the  Noodles restaurant at Cinnamon Grand Colombo 03.Staff was very friendly and attentive.  Specially loved their  appetizers. Will definitely visit again n recommend to all.,11-Jul-19
,
priyadrshana is a good and and very honest one he is also willing to serve in every time and he is take caring of our needs and wants always hats off to him PRIYADARSHANA and also shisha lounge atmosphere is so calm and relax and also coktails are soo good and very tastefull.highly recommended for every onecheers to shisha lounge and priyadarshana,11-Jul-19
,
"Amazing service. after the bomb blast I was thinking that it would have affected the entire hotel set up and that our first experience at the breeze bar after the tragic bomb blast in the month of April would not be with as lively as this. with the same or rather improved surroundings and services of all kinds I was very much impressed with the whole experience. As we entered the hotel the security measures that were taken for the safety of everybody gave us a lot of confidence on the matters of safety and security. the two staff members who served us, namely Priyadarshana and Nishantha were also very friendly and efficient as well in serving us. great place to have some pleasant time after a hard days work. definitely a place that I would more frequently want to come to. keep up the good work...!!! ",11-Jul-19
,
"Came back to cheers Pub after the incidents in Sri Lanka, the standards of the Pub in terms of service and food is still up to standard and I salute Cinnamon Hotels for not letting bad events bring their hospitality down. Wishing you guys the best for the future.",11-Jul-19
,
"Another great experience at Cinnamon Grand Colombo, Customer service provided is par excellence a great place for networking and relaxing will keep coming back Good place to hangout, and Excellent service and friendly staff (Stanislaus nilupul )",11-Jul-19
,
"It was to my great delight when i met Mr Dermot Gale at the cinnamon grand hotel as the newly appointed General manager.He is an outstanding General Manager with great charm and a sense of humer, he's is a person who goes and extra mile to see the requirements of the guest are met. He is very dedicated to he's work and makes an affect to go into every detail, in every aspect, to always accomplish things to perfection.i have been a very regular guest in the cinnamon grand i have notice he's is a person who show no favouritism when dealing with his staff.i always see him walking to restaurants to make sure that the guests are looked after and greet them, and when the time permits him he also has a little conversation with them.The transformation in this hotel, in this short period of time atfer Mr Dermot Gale became the General manager is tremendous.i was so happy to see many number of guests patronizing the hotel once again, and specially on the 7th July Brunch.He is a par excellence and dedicated Manager who maintains good discipline and order in the hotel from security to the higher authorities. I wish great success to your esteemed organization and specially to Mr Dermot Gale General Manager Usha de Almeida/ Ratnatunga ",11-Jul-19
,
A very nice place to hangout with friends. A place with friendly staff and services. Nice and delicious food. Great taste! Affordable price and great ambience. In busiest hours little but noisy and great place to go .....!,11-Jul-19
,
"We ordered 2 noodle dishes and a strawberry juice each. Both the food and drink were good, well presented and tasty. The service of the staff was also good, polite and amiable. Overall it was a nice experience and we would definitely come here again.",11-Jul-19
,
Nice experience with friendly staff and good atmosphere very well trained staff who are professional in their service. Food was nice and well prepared & arranged in a very orderly manner. Rooms are comfortable.,10-Jul-19
,
We would like to say cinnamon grand has introduced a Martini Bar thank you Hashi for recommending us four Martinis and making those with love.truely amazing this Bar.this will be most popular martini Bar in Colombo.will be back again.,10-Jul-19
,
"Extremely good food and services, we had coffee & some beers, it was very friendly and super functional. It was organised by mr. priyadarshana he was very friendly. Come to cinnamon grand and have fun.",10-Jul-19
,
Realy good service provided by the staffs. and the food also so great delicious.. good admost. cinnamon great place to relax. we have got the fun from cheers pab and the pool lobby. we have got the best discount rate and the lowest tex for the total bill. thanks for good service by cinnamon staffs. specially mr priyadarshana help us to get more fun.,10-Jul-19
,
