Sentiment,Review,Movie,ID
negative,  Disney destroys my childhood wiith this one.,The Last Jedi,238
negative,"  Disney has officially killed Star Wars mythos. Reasons for dislike:Character deconstruction/destroying alterings, along with lore and established lore being retconnned.Destroying all the achievements of the original trilogy.Completely neglecting and ignoring character progressions of the past.Luke Skywalker character utterly disgraced and deconstructed, as if Empire Strikes back and Return of the Jedi never happened.Luke giving up? Did the people behind TLJ never see the original trilogy?! Luke saw a sliver of good in his father, Darth Vader, and on that little hunch set out to turn him to the good side, facing the Emperor and death itself, he also knowly it could be a trap, set out to save his friends in Empire Strikes back. He doesn't give up, the Jedi doesn't give up, a set back maybe, but never completely give up.Luke dies the most retarded possibly way.Force ghosts can now interact with the physical realm, with lightning no less?!The movie made no freaking sense, from the very start, several plot holes all over the place, and certain arcs that could have been cut off completely, Rose utterly useless crap.Why no Finn and Poe adventure? They had great chemistry, their few parts in episode 7 in the beginning were great, they could easily have been the ones going off to find something of use.Rey backstory completely thrown in trash.Snoke backstory nonexistent, character erased.Rey and Kylo possible side switch ruined.This movie is hopeless, not going to waste money on Star Wars until Disney get their act together and stop their political agenda pushing nonsense, which has no place in movies, politics always ruin movies, keep to ethical questions and great questions of morale instead of this horseturd.",The Last Jedi,424
negative,"  Disney has officially killed Star Wars mythos. Reasons for dislike:Character deconstruction/destroying alterings, along with lore and established lore being retconnned.Destroying all the achievements of the original trilogy.Completely neglecting and ignoring character progressions of the past.Luke Skywalker character utterly disgraced and deconstructed, as if Empire Strikes back and Return of the Jedi never happened.Luke giving up? Did the people behind TLJ never see the original trilogy?! Luke saw a sliver of good in his father, Darth Vader, and on that little hunch set out to turn him to the good side, facing the Emperor and death itself, he also knowly it could be a trap, set out to save his friends in Empire Strikes back. He doesn't give up, the Jedi doesn't give up, a set back maybe, but never completely give up.Luke dies the most retarded possibly way.Force ghosts can now interact with the physical realm, with lightning no less?!The movie made no freaking sense, from the very start, several plot holes all over the place, and certain arcs that could have been cut off completely, Rose utterly useless crap.Why no Finn and Poe adventure? They had great chemistry, their few parts in episode 7 in the beginning were great, they could easily have been the ones going off to find something of use.Rey backstory completely thrown in trash.Snoke backstory nonexistent, character erased.Rey and Kylo possible side switch ruined.This movie is hopeless, not going to waste money on Star Wars until Disney get their act together and stop their political agenda pushing nonsense, which has no place in movies, politics always ruin movies, keep to ethical questions and great questions of morale instead of this horseturd.",The Last Jedi,426
negative,  disney is LACKING I mean straight trash ever seen Jessie ended like now they have the worst shows that keep on air !!!,A Wrinkle in Time,3244
negative,  Disney killed Star Wars royally,The Last Jedi,636
negative,  Disney made a bad mistake by Putting their name with this movie. It was terrible. The movie was dragged out so long just to get to the plot. FiRSt movie in my life that i lIterally fell asleep to in the movie theater.,A Wrinkle in Time,3765
negative,"  Disney really came up short with A Wrinkle in Time. There was so much opportunity with no follow through. The worlds that could have been created where endless but the worlds that were created where mundane. Although there was a lot of star power, it could not make up for the inexperienced acting of the three protagonists. This is a challenge with any film relying on child actors, but it was especially brought to light throughout this movie when big emotional scenes were missed due to poor acting.Similarly, the movie missed the mark with the messages it was trying to convey, getting lost in creating nice sound proverbs that main the film feel a fake deepness to it that most children would not understand. I am not a child, so I am not sure how children respond to the film. However, I feel it lacks any true imagination and does not give children anything solid to grasp on to.",A Wrinkle in Time,2993
negative,"  Disney really killed the Star Wars series by creating this movie, as well as the 7th. Please tell me that you can see that the 7th and 8th are exactly like the 4th and 5th, there is even a snow planet in the 8th, just like the 5th. Furthermore, the terrible humor made me choke on my popcorn, meaning I chocked many times. This isn't a dumb animation like the fucken Emoji movie, which by the way was terrible. Luke, Poe, Finn, and Ray's funny lines were fine, but what made me want to commit harakiri was when Lea started talking about her hair when she saw her brother for the first time in at least 10 years. Also, I know star wars is a SiFi and also has the force, but I think that someone surviving outer space and not dying from that blast like Lea did is really pushing the boundaries. To be honest, It would have made more sense if she had died there. Snoke's death was very anticlimactic and you can see the similarity between his and Palpatine's death in the 6th, where they both trusted their followers to do their work. You would think that the new Supreme Leader would have been smart enough to figure out that he connected Ray and Kylo too close so that their bond was strong. The French guy who turned on Fin and Rose, who by the way didn't really do much in the film, was probably the most creative character. We can't celebrate for Disney just yet, because the smuggler guy turned Finn and Rose in just as Lando Calrissian did to Han Solo in the 8th. I believe Disney messed up by not killing either Rose or Finn in the final scene where she saves him. Rose was a useful character up to the point that they were in battle, and there are too many main characters to live. The fact that Captain Phasma may have fallen to her death is unlikely, but if she did, that is really stupid on your part Disney. In final, I could get a bunch of guys who just do dumb Coca Cola commercials and have them make a more creative star wars than disney. First, they even kept the snow planet from the 4th, how can you be that much of a dumbass? Second, the repetitive death of the Supreme Leader, which came from the 6th. Hey, Rain Johnson, did you just copy the script from the 5th, add some its of the 6th and then use higher budget animations? Because if you did that, you did it right. I hope Karry Fisher, bless her soul, didn't see her scene with the hair thing, because I think she would have quit on the spot. Finally, I can't believe you dumb ass movie judges rated this movie a 91% and rated Jumper only 16%. At least that movie is original.",The Last Jedi,501
negative,"  Disney removed the central theme of the book, Christianity, thus creating a shallow, uninteresting movie.",A Wrinkle in Time,3535
negative,  Disney ruined this movie pushing its political agenda. Enough said.,The Last Jedi,214
negative,"  Disney should pay me for having to sit through that horrific movie. Movie was Boring, not Funny and horribly casted. My wife and kids were so DISAPPOINTED after loving tHe book. Save your money and time - dont go!",A Wrinkle in Time,3631
negative,  Disney you are flying to hell first class at full speed. Ryan Johnson I hope you die of bleeding ass warts.,The Last Jedi,218
negative,"  Disney, Johnson, JJ, and Kennedy did a great job completely going away from what Star Wars is actually about. They are killing the main characters in bogus ways because they want to create their own thing and make money. Luke would of never gone into hiding and Leia and Han would not of allowed him to do so either.",The Last Jedi,754
negative,"  Dissapointing. ""A Wrinkle in Time"" suffers from a lot of flaws. To be honest, I'm surprised the script got passed by the producers. It's weird but the exhibition in this film is either too much or not enough, so I was at either ""I get it, move on!"" or ""Wait, what!? Explain!."" The dialogue among the humans just doesn't sound like how regular human beings speak. It doesn't help that the kids who play the three main characters aren't good actors. The two boys in particular are wanting. Between the acting and the dialogue, the love interest kid is a wedged-in, purposeless dummy, and the super-intelligent younger brother is obnoxiously precocious and a bit hard to understand sometimes.The film does have some strong parts. All the big name actors who play the alien beings did a great job. In fact, this was probably my favorite performance by Reece Witherspoon as a weird, unintentionally rude alien. Visually, the effects, the costumes, and sets are all a joy to watch. Lot of creativity there.In fact, I liked the second act. The focus on the aliens and other planets are when things got good. Unfortunately, the third act focuses on the human characters again and falls into the mistakes of the drawn-out first act.Kids may enjoy the visuals here, but If you're a parent be prepared to be bored for part of this.",A Wrinkle in Time,3778
negative,  dissapointingly incoherent,A Wrinkle in Time,3424
negative,"  Diversity for the sake of diversity gives us A Wrinkle in Time: a mediocre movie at best. When the only asset is the diverse cast, Sorry not sorry, it does not make it good. The dialogue feels forced and the plot is bland. Black Panther did not have these types of problem.",A Wrinkle in Time,3520
negative,"  Divertida pero con pruebas muy b�sicas para los jugadores, nada inteligente ni emocionante y con un humor adolescente que se torna aburrido después de un rato. Además, tuve la desgracia de verla en una sala con doblaje mejicano lo cual la hace más desesperante.",Jumanji,6656
negative,  Do not do it! Even my love for Natalie Portman and Sci-fi films could not overcome how abysmal the writing is in this film.,Annihilation,4695
negative,"  Do not expect it to follow or achieve Vandemeer's novel's strength as a movie. in fact, you should expect a lot less. A great book in the hands of an excellent director gone entirely wrong.",Annihilation,3995
negative,"  Do NOT go to this movie. I have heard ""this is such a beautiful movie"". What??? It was interesting visually, but the full frontal nudity early on was off-putting. And the story line? I begged my husband to take me to this movie - he wanted something else, and half-way through I turned to him and apologized.Stupid movie but the critics love it!",The Shape of Water,9243
negative,  Do not waste your money or time!!! Worst movie in the last 20 years I have Seen.,A Wrinkle in Time,3740
negative,"  Do you like fishsticks, do you like fishsticks in your mouth? Well this is the gist of the movie, a PETA mute falling in ""love"" and making horrible decisions.",The Shape of Water,9132
negative,"  Do yourself a favor and read the book. Disney really needs to get their stuff together. fIRST lAST jEDI, THEN bLACK pANTHER AND NOW THIS TRAIN WRECK. iTS LIKE dISNEY ISN'T EVEN TRYING ANYMORE. hALF A STAR BECAUSE AT LEAST THEY DIDN'T TRY AND TIE THE TESSERACT INTO THE MARVEL UNIVERSE SOMEHOW...so there's that.",A Wrinkle in Time,3171
negative,"  documentary style film, poor acting and waste of time",The Death of Stalin,8331
negative,"  Does it have funny moments? Sure. However Dwayne Th Rock Johnson once more manages to bring to the screen the same single layer character he has played in every single movie in the last couple of years. The movie does have some interesting things, but nothing to make it special.",Jumanji,6922
negative,  Doesn't actually live up to the hype. It's an okay film at best.,Black Panther,2422
negative,"  Doesn't fit in canon. Ackbar just dies an unceremonious death, Leia somehow flies in space, defying all previous canon which Disney disrespectfully destroyed. Should have used books as source material, instead we get this overhyped dribble.. Sad to think this may be John Williams last film. I also agree with Hamill when it comes to the direction Luke has supposedly taken, becoming one with the force. I don't think it was time and you risked losing the nostalgia factor, which you did. Props on the space battle scene in the beginning, phenomenal job with the sisters connection. I'm not a total snob! ;)",The Last Jedi,608
negative,  doesn't have anything to do with chocolate smh,Coco,5457
negative,"  Don't believe the hype, it is a terrible substandard superhero movie.",Black Panther,2504
negative,"  Dont believe the hype. Mediocre avenger movie, mediocre actors. The others were much better.",Black Panther,2645
negative,  DON'T GO SEE THIS MOVIE - it is porn draped in art. A total humilation of woman. Shame to Oscars. Rotten Tomatoes automatically gave It 4 stars even after I gave it half. Rotten reviews all round.,The Shape of Water,8735
negative,  don't know why they removed the christian principles,A Wrinkle in Time,3546
negative,"  don't really get the hype behind this movie.. I thought it was rather boring. the Story is predictable at every turn, the acting is average.. I know it won best movie at the oscars...but...why?",The Shape of Water,8527
negative,"  Don't see it hungover -- loud, bright, corny, and twenty minutes too long.",Annihilation,4123
negative,"  Dont see what the big hype was. ""Visually a masterpiece""? What?I was excited as i really liked pans labyrinth but this movie was weird, boring and really nothing special. I did not syphazize with neither the creature or the protagonist. Im not a fan of The fact i felt you were supposed to cheer this strange romance on.Prepping us for future bending of what society think its ok and acceptable perhaps.Also, The only one who was good in this movie was Octavia.",The Shape of Water,9145
negative,  Don't wasre your time or money. Garbage is all I can say about this movie.,The Shape of Water,9201
negative,  Don't wast your money....,A Wrinkle in Time,3757
negative,  Don't waste money on this movie. Nothing to like.,A Wrinkle in Time,3234
negative,  Don't waste your money!,A Wrinkle in Time,3827
negative,  Don't waste your money.,Annihilation,4724
negative,  Don't waste your time on this fantasy.,The Shape of Water,8545
negative,  Dont waste your time on this piece of crap...it sucks.,A Wrinkle in Time,3253
negative,  don't waste your time. gibberish.,Annihilation,4175
negative,  Don't waste your time. This film is garbage.,Black Panther,2393
negative,  Don't watch if you read and enjoyed the book. Low budget Disney movie with bright colors.,A Wrinkle in Time,3111
negative,  Dont wsste your money or time. Book wad a hundred times bettet. Over used graphics poorly done at that. Chris Pine lowered his standard. 1% good graphics. Stiry line depressing. Not a feel good mivie. Youll contemplate suicide after watching...,A Wrinkle in Time,2925
negative,"  Don't, Don't Don't Believe the hype!An Average movie at best! Black Panther Superhero? Seems to have no real powers without his purple juice & suit. It's like being Batman or Iron man but getting your sister to do all the clever stuff. Without his Grape juice, he loses fights & barely wins with normal guys. With his grape juice he still almost loses. I wanted & hoped for so much more from this movie. Making tons of money & having lots of hype doesn't make it a great movie. As a superhero movie, ignoring race completely it's at best average.",Black Panther,2031
negative,"  Dropped the ball in every possible way. Would be fine if this movie was just bad and uninteresting; however, it somehow managed to tarnish the legacy of the originals while also damaging the future of the franchise.",The Last Jedi,81
negative,  Dry foolishness. The best part about the film was the end (the credits). Film really wanted me grieving for Angelina Jolie to come back,Tomb Raider,10069
negative,"  Dull as dishwater. Pretty to watch at the start but ends up as a ball of nothing, with authenticity issues galore. You won't care about any of them by the end.",The Shape of Water,8422
negative,"  Dull, overrated movie with one-dimentional characters",The Shape of Water,8706
negative,"  Dull, tedious waste of 2 hrs. No coherence, no drama, terrible ending. Just pretentious bits and pieces in some nice cinematography.",Annihilation,4193
negative,  Dumb and even boring at times the movie was a big disappointment...,Jumanji,7052
negative,  Dumb pointless. Like zero actual science. Just dumb people running around in a cool place doing dumb things.,Annihilation,4756
negative,"  DUMBEST MOVIE OF ALL TIME ""Annihilation""This highly praised movie from professional movie critics makes me wonder if they literally saw this film on drugs. Annihilation was boring, stupid; and oh did I mention - boring?They advertise this movie as a horror flick, but I thought horror flics are supposed to not put your audience to sleep - literally.I knew the film started off on the wrong foot when Natalie Portman's character, Leena, explained to a small room of university students, that ""one cell turns into two, then two into four, and four into eight."" Of course, these students are surprised because apparently, the elementary school they attended never taught them basic biology. I mean, is that really how you want to show how smart your main protagonist is? Could you imagine watching Ghostbusters and having Egon explain to you that water is wet because it's a liquid?Ugh.The movie just gets dumber and dumber by the minute from there.I'm going to give some spoilers here because it's really waste of time to watch. There are so many logical loopholes in it, the plot shouldn't exist..The premise revolves around a comet that crashed into a lighthouse and created a rainbow bubble around it the military called the shimmer. The military sent soldiers into the shimmer for the past three years, of which none returned alive. That is of course, until Leena's husband returns, dying, and not himself. The shimmer is seen as a threat to civilization by the military as it is expanding, and in a few short months, it could swallow nearby towns, cities, then the United States.So of course, the logical thing to do would be to drop a bomb on the lighthouse, right? Not in this world of snowflake filmmaking.The logical thing to do for these screenwriters is to send an all-woman team of scientists, not soldiers, into the shimmering, to see what's going on. Because sending in alpha-male soldiers didn't work before.....And bombing the alien lifeform that threatens civilization is just out of the question. Because, you know, this is all about woman power.The women literally walk into the shimmering, it's not a forcefield, and it gets even more ""treehuggerish"" from there. One by one, they get picked off by the alternative reality they walk into. Apparently, the shimmering is your ultimate GMO, blending human DNA with plant DNA, and possibly other animal DNA. Everything is crossbreeding in the shimmer without any hanky-panky. Two of the girls get killed by some type of oversized bear-dog that can literally roar, ""help me."" Another girl submits to the shimmer and turns into a flower tree. And the last woman goes into the lighthouse, evaporates into a colorful rainbow.In the end, Leena finds out her husband killed himself with a fire grenade and that the guy who came back is a clone. She also confronts a clone of herself in the lighthouse, that is so good at duplicating her looks, it actually even duplicated her clothes too, not a nude version. Usually, clones can only duplicate bodies, not clothes, right? Leena and her clone engage in a modern dance struggle/fight. I'm not even joking there, it's really stupid. Then she kills her clone with a simple fire grenade and runs out of the lighthouse. The clone incinerates, along with everything the shimmer created.Leena is later interviewed and asked if the aliens were here to hurt us, she answers,""No."" Even though for three years, soldiers, her friends, and her husband, went in and all got killed. She then is asked if the alien is carbon-based, and she answers, ""No."" Again, stupid.... because apparently, everything the shimmer created burned down.The if the movie doesn't get any dumber, Leena meets with her cloned husband. Apparently, everything the shimmer created was destroyed when it died, except for the cloned husband. And when she hugs her cloned husband, both their eyes glow and the screen fades to black.And that people, is the dumbest movie of the year.Annihilation is based upon a book that apparently sold pretty well. So well, that hardly anyone lined up to see the movie.",Annihilation,4418
negative,  Dumbfounded at how boring and non intelligent this film was. Disney completely missed the mark on this one and produced drivel for toddler mentality. Dont waste your movie dollars.,A Wrinkle in Time,3753
negative,"  During the movie, I debated either sleeping or leaving the theatre as a more effective use of my time. Can I sue to get two hours of my life back? There's a wrinkle in time I'm interested in.",A Wrinkle in Time,2999
negative,"  E.T. for adults. This movie was very predictabe. This movie could have been very good but when it became a romance, it just became stupid. Once again Hollywood is out of touch. Of course because it has a big name producer, the critics in general must go ga-ga over it. Save your money!",The Shape of Water,9144
negative,  Easily the second worst film in the franchise.,The Last Jedi,246
negative,  Easily the worst Star Wars movie. Terrible story and characters. A slap in the face to the fans and original characters.,The Last Jedi,382
negative,"  Easily the worst Star Wars movie. The only good things about it is the acting, Not the characters, but the acting, the visuals, and the music.",The Last Jedi,675
negative,"  Easy to find the bad guy Always behind it all., Like Chris Tucker said in Rush Hour",Black Panther,2100
negative,  Easy watch - very Indiana Jones just not quite as good,Tomb Raider,9969
negative,  edgy not in a good way,Black Panther,1941
negative,"  Edited review. Sorry, for some reason everything is coming in caps??? sorry!!Firstly, to the guy who keeps saying make it one star or more... If it was going to make a difference that 48% would have moved by now. Frankly, the RT % is falsified, it is not a real number. Which says all sorts of things about the authenticity of this site. Simply put: Shame on you RT.This foolishly made film was more a transparent join the dots political manifesto than a coherent story. while one can understand someone with a political agenda making a pitch to 'sell' the feminist / anti capitalist concept, the fact that it was green lighted, and then the fact that it was accomplished so ham-fistedly really makes you wonder about those with decision-making responsibility at disney.I am one that thinks TFA set up the rest of a trilogy on a shaky footing (why make han and leia estranged, for example / why kill han / why make another giant space gun / why cast an emo as a villain). Be that as it may, rian johnson ruined any chance f this trilogy having any kind of satisfactory pay off. iconic characters were disposed of at a whim, new and stupid laws of the force were introduced, and what could have been a subtle addressing of diversity and gender equality in the SW universe were handled in a laughably embarrassing manner. it fells like it was written by an angst-ridden 18 year old gender-studies student with a chip on their shoulder.Oh, and when circumstances dictated that we had the perfect way to farewell poor carrie, that can was just kicked down the road.Rian Johnson should be ashamed of himself and if he was railroaded into making a political statement by kennedy, then he needs to grow a paid and defend himself.I am ashamed of everyone involved in this movie with the exception of mark hamill. Good on him for calling out the absurd story and then being a pro and going through with it.",The Last Jedi,933
negative,"  eh, just another generic, by-numbers flick from marvel/disney",Black Panther,2799
negative,  El guion est� muy mal construido.,Tomb Raider,9914
negative,"  El peor error en la vida es vender los derechos de autor a Disney. Un fiasco total, deprimente, aburrida, sobreactuada.",The Last Jedi,934
negative,  Embarrassed of Christians who will like this. Pastors shouldn't make movies. Do yourself a favor and pretend it doesn't exist,Gods not Dead,6105
negative,  En estos momentos la saga ha caido en picada,The Last Jedi,742
negative,"  Enjoyed the saber battle, Adam Drivers and Mark Hamill's acting skills but that was all. Very let down with the storytelling and the terrible characters. The force has become way too female and the story a mess.",The Last Jedi,392
negative,"  Entertaining in parts, but this script needed a lot of work. The story makes no sense at all. I can suspend belief, but don't spend so much time on exposition when what you are saying makes no sense. Only surprises are when something that would make sense doesn't happen.",Tomb Raider,9725
negative,"  Entertaining, but full of plot holes, and stark departures to the known Star Wars characters. visually pleasing, emotionally dissatisfying.",The Last Jedi,872
negative,"  Epic fail. Why would you want to watch a movie where there is no bad guy? And no being forced to leave on an island and work for the bad guys, doing what they pay you to do so you can one day go home to your family, doesn't make you the main bad guy, it makes you a goon.",Tomb Raider,9655
negative,"  Erased from the story for this movie was climate changed ravaged Earth, peak oil energy crisis and small Wars over the remaining resources. The movie blames Oasis addiction for the neglect of earth and its' problems.",Ready Player One,1896
negative,"  Es como ver una versión adolescente de ""Raiders of the Lost Ark (1981)"". Muy similar en la trama con una heroína que no convence ni a su papa y con un guión bien bobito con nada nuevo. El poco arte que tiene la salva de ser un fracaso total, es de esas películas que es mejor ver con audífonos y una buena música, pues los parlamentos solo empeoran la cosa.",Tomb Raider,9701
negative,  Es la peor pelicula del a�o pasado es nomas dire,The Last Jedi,738
negative,"  Es muy mala, como el libro, a pesar de los cambios tan grandes que introdujeron en la adaptaci�n. Es una lástima porque la idea de fondo en el libro me parece muy buena, pero el desarrollo de la historia y los personajes son pésimos. Aburrida, sin sentido, incoherente.",Annihilation,4293
negative,"  Es una historia que enmascara una exaltación de la tauromaquia. Trama forzada, con chistes tontos y personajes fácilmente olvidables.",Ferdinand,5950
negative,  Espero que no saquen más....gracias Star wars perdistes a un fan,The Last Jedi,500
negative,  Esse filme � uma mistura de clichés e batatas. Vale menos que nada. Eu não tenho amor à vida e tou triste que perdi 2h de vida a ver isso.,Tomb Raider,9621
negative,  Esta película se perjudico solo y no diré nada mas,The Last Jedi,523
negative,  Esta pelicula casi me da un infarto porque no pude creer toda la mierda que estaba viendo,The Last Jedi,494
negative,  Esta pel�cula cuando vi su mierdoso trailer ya sabia que iba ser una basura cinematográfica,The Last Jedi,496
negative,  Esta pel�cula es una traición para los fans de la saga,The Last Jedi,805
negative,  esta pelicula fue horrible y jamas dire lo contrario,The Last Jedi,55
negative,  esta pelicula fue horrible y jamas dire lo contrario,The Last Jedi,58
negative,  Esta pel�cula luce tan mal tan mal que parece la mierda de mi perro,The Last Jedi,447
negative,  esta vez si hare caso a los fans esta pelicula es horrible,The Last Jedi,56
negative,  esta vez si hare caso a los fans esta pelicula es horrible,The Last Jedi,59
negative,  Estuve en mi casa viendo esta porqueria........ ahora tengo pena ajena,The Last Jedi,580
negative,"  ET for adults, and ET is 100X better. One star because zero stars isn't a choice.",The Shape of Water,9310
negative,"  Even after watching this movie a second time I just couldn't find any real value in it. It completely drifted away from what made Star Wars great and it feels like we're being fed a social justice diatribe on screen. Every villain is a white guy and every hero is a feminist or minority fighting against the 1%. I get that we should be trying to be inclusive, but this was so obviously forced. It's as if it was written specifically for the Hollywood elite to stroke their own conscience. I'm not saying we shouldn't cast minorities or women to be the hero's, I'm all in favor of that. But this movie goes beyond that and tries to stereotype every white male as bad and every minority as good. It gives the impression that women must be masculine to be hero's and white men are evil because, well hey they're white men!",The Last Jedi,133
negative,"  Even Alicia Vikander is better than Angelina, the movie is very so-so. Waste of time and money.",Tomb Raider,9892
negative,"  Even if you have no idea about the book this is based on, this movie is complete garbage. It panders to lowest common denominator humor, This film suffers from the petty to pretentious and is littered with plot holes. For instance, the two main characters, Parzival and Art3mis, share a 'witty' banter early on in the film where they show off their unyeilding knowledge of James Halliday, creator of the Oasis. A few ""omg do you love my references! Let me shove five more in your face and be super obvious about it!"" scenes later they are doing research on Halliday. That is not a surprise, but Art3mis is wholly shocked to find out that Halliday had gone on a date in his life.. if these people know Halliday's favorite GoldenEye character then this really shouldn't be such an unknown.This movie is so terrible it makes me want to re-elect Trump",Ready Player One,1929
negative,"  Even if you ignore all the social media hoopla, 'Panther' could have been so much better. Marvel seems to have topped out creatively with ships and buildings that are unique to Wakanda are not so unique to the MCU. There are plot issues and leaps in logic (other than willing suspension of disbelief). Hopefully, his second outing will flow and entertain better than the first. Not a bad movie, just not good enough to watch again.",Black Panther,2627
negative,  Even Popeye was a better Easter movie than this dreck. I mean who is the target audience? Retarded kids under 10?,Peter Rabbit,8050
negative,  Even worse than episode 7....,The Last Jedi,624
negative,"  Even worst than episodes 1,2 and 3.",The Last Jedi,397
negative,"  Ever since his father was put in a pie and eaten up by the grumpy old farmer Mr. McGregor (Sam Neill), Peter Rabbit (James Corden), his sisters Flopsy (Margot Robbie), Mopsy (Elizabeth Debicki) and Cotton-tail (Daisy Ridley) and his cousin Benjamin Bunny (Colin Moody) spend their lives stealing vegetables from his garden, while also spending time with their human guardian Bea (Rose Byrne) who loves animals and painting. When Mr. McGregor dies of a fatal heart-attack, Peter thinks that his troubles are over for good. But when the old farmer's snooty nephew Thomas (Domhnall Gleeson) moves into the house with bigger and better rabbit-traps than ever, Peter vows to drive him out forever, especially when Thomas starts falling for Bea....Before J.K Rowling brought Hogwarts to life, before J.R.R Tolkien took readers to the mystical land of Middle-Earth, hell even before Michael Bond introduced a lovable bear with a passion for marmalade, the most iconic series of children's literature that ever existed were the stories published by Beatrix Potter. One of the most important contributors to the conservation of the Lake District and the National Trust, she was best known for the publication of her animal stories between 1902 to 1930 with her most well-known creation being the mischievous Peter Rabbit. Since then her stories have been adapted multiple times over the years, from a 1971 ballet film, A CGI show on Nickelodeon, the autobiographical film in 2006 Miss Potter, which told the story of her tragic relationship with her publisher Frederick Warne and finally The World of Peter Rabbit and Friends, a 1992 animated mini-series that, in this reviewer's opinion, is one of the most beautiful, underrated examples of British Animation which isn't suprising as it was created by Dianne Jackson, best known as the director of the more famous short The Snowman who sadly passed way in the middle of the show's production.Making a live-action adaptation of these timeless stories was admittedly going to be a hard task to do in this day and age where adaptations are the norm and trying to remain faithful to the spirit of the source material while also doing your own spin on it can make or break a task like this. But as Paul King's excellent Paddington films have shown us, it isn't impossible. So what do you after watching those examples........................................................................................................................you give it to the same Dick-heads who thought twerking Nativity doves and a movie about Emojis was a good idea!Of all the terrible live-action reboots that have disgraced the silver screen over the years such as Josie and the Pussycats, Alvin and the Chipmunks and The Flintstones: Viva Rock Vegas, this may be the worst example of those films ever made. Taking Sony Pictures Animation's worst traits which include desperately trying to be hip and cool with kids, obnoxious comic-relief and adding in so many dated pop songs in their soundtracks and amping them up to eleven in this modernized train-wreck is an insult not only those timeless stories, but is a giant middle-finger to adaptations in general. Look, I know that directors and screenwriters have to change things up from time to time, but they at least either try to keep the spirit of the original story intact or tell an equally timeless story themselves that can stand on it's own as an excellent film on it's own right, like Disney's Animated films.This does neither as it's story is so cliched, predictable and boring that one can even notice that Sony has blatantly taken the entire plot from their own Hotel Transylvania in it's narrative structure of someone finally getting rid of his enemy, only to discover that another enemy has decided to live on their land and fall in love with a female relative of the protagonist.Aside from Sam Neill's amusing cameo as the classic Mr. McGregor and Domhnall Gleeson getting a few funny moments as the overly snooty Thomas, the cast ranging from James Corden's obnoxious Peter Rabbit, Daisy Ridley's annoying ""weird"" sister Cotton-tail, Rose Byrne's awful ""Pixie-Dream Girl"" stereotype Bea and the cameos of other Beatrix Potter characters ranging from Sia's Mrs. Tiggy Winkle who encourages theft and vandalism, Ewan Leslie's Pigling Bland, once one of the politest and nicest characters in Potter's stories whose now reduced to a bad running gag in which he has an eating disorder and screams all the time, and the once terrifying Mr. Tod (Fayssal Bazzi) whose now obsessed with streaking and parties, are all so painful to watch that it, (I can't believe I'm saying this) makes the Transformers from the Michael Bay films look more closer to their own source material than these examples.Animal Logic's skill in creating some of the most incredible character animation as seen in the Lego movies and Happy Feet is sadly wasted here, as aside from one sequence that uses some beautiful hand-drawn animation drawn in the art style of the books that shows Peter's backstory and the death of his father, most of the realistic character animation is not suitable for a film like this.Overall, Sony Animation's Peter Rabbit is a travesty of a film that spits, shits and vomits on the legacy of Miss Potter and serves as further proof as to why Sony has one of the worst mainstream animation studios out there. You'd think that their recent Razzie Awards for The Emoji Movie would teach them a lesson, apparently not!",Peter Rabbit,7879
negative,"  Ever sit with a dog petting him then he silently farts, then you smell something horrible. This is my comparison to this turd of a movie. Visually dark and dumb down perfect for the member's of the academy. Walked out after 45 minutes and was not alone.",The Shape of Water,9126
negative,"  Everything good in this movie (and there is some) is from the book. Everything bad is the new material for the movie. They made an iconic scifi fantasy trite with lengthy speeches that just didn't work. The scary bits from the book that resembled The Prisoner or Twilight Zone episodes were cut down to make room for more self-help speeches and more material about the bad science and poor world building. The humor referenced modern stuff and didn't land. The music was ill fitting and the audio was terrible. Oprah Winfrey is a huge distraction from the role she's supposed to be.The good parts were that I haven't read the book since I was a child and the movie suggested what didn't occur to me at that time. It helps if you have a background in Dungeons and Dragons Planescape, because it seems obvious now that that is essentially what was going on. The guides are celestial angel-types, the traveling is actually through afterlife type worlds where your mind and morality mean more than physics, which is why so much attention is paid to feelings rather than the pittance paid to real world science. For those who don't know Planescape, CS Lewis' Heaven and Hell based scifi is more relevant than Niven or Asimov.",A Wrinkle in Time,3589
negative,"  Everything I want to say about this movie has been said a thousand fold. Why this generation hates the original films, I have no idea. Because they can't be topped? For me Rogue One was on par with ROTJ as the 3rd best in the saga. Very close indeed. You CAN make a sequel to a classic of old without destroying it's legacy & still be a good film. Watch rogue one or blade runner 2049 or creed. All were good, paid homage to the classic movie it was a part of & didn't destroy it's legacy & alienate fans.Besides the obvious franchise killing decisions of this movie, where were the droids? Aliens from the sw universe? Force awakens didn't have them either. Twi'leks? Rodians? Saw twi'leks in rogue one. This movie was a joke & good luck getting people to see episode 9",The Last Jedi,378
negative,"  Everything I was excited for that TFA set up was totally dismissed as if it didn't matter. 2 years of countless fan theories and speculation, all for nothing. In addition, the movie was extremely political which frustrated me to no end. And don't get me started on the ridiculous slapstick humor and bad jokes. I'm left wondering what they'll do for episode 9. There's no mystery, no plot momentum, nothing that leaves me wanting to find out what happens next. Truly disappointed.",The Last Jedi,752
